file,repetitiveCodeLines,DeadCodesAfterReturn,MultipleReturnStatementsInFunction,LongStatements,MultipleSameFunctionNames,LongClassOrMethod,LongLoopBlocks,LongConditionalBlocks,LongParameterList
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch10_Python_Codes/Bk4_Ch10_01.py,2,0,0,0,0,1,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch10_Python_Codes/Streamlit_Bk4_Ch10_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch11_Python_Codes/Bk4_Ch11_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch11_Python_Codes/Bk4_Ch11_02.py,9,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch12_Python_Codes/Bk4_Ch12_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch12_Python_Codes/Bk4_Ch12_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch13_Python_Codes/Bk4_Ch13_01.py,7,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch13_Python_Codes/Bk4_Ch13_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch13_Python_Codes/Bk4_Ch13_03.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch13_Python_Codes/Streamlit_Bk4_Ch13_04.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch14_Python_Codes/Bk4_Ch14_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch14_Python_Codes/Bk4_Ch14_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch14_Python_Codes/Bk4_Ch14_03.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch14_Python_Codes/Streamlit_Bk4_Ch14_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch14_Python_Codes/Streamlit_Bk4_Ch14_04.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch15_Python_Codes/Bk4_Ch15_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch15_Python_Codes/Bk4_Ch15_02.py,6,0,0,0,0,1,0,0,1
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch16_Python_Codes/Bk4_Ch16_01.py,14,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch16_Python_Codes/Streamlit_Bk4_Ch16_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch17_Python_Codes/Bk4_Ch17_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch17_Python_Codes/Bk4_Ch17_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch17_Python_Codes/Bk4_Ch17_03.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch17_Python_Codes/Streamlit_Bk4_Ch17_01.py,2,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch19_Python_Codes/Bk4_Ch19_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch20_Python_Codes/Bk4_Ch20_01.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch20_Python_Codes/Bk4_Ch20_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch20_Python_Codes/Bk4_Ch20_03.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch20_Python_Codes/Streamlit_Bk4_Ch20_04.py,1,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch21_Python_Codes/Bk4_Ch21_01.py,0,0,1,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch21_Python_Codes/Bk4_Ch21_02.py,0,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch21_Python_Codes/Streamlit_Bk4_Ch21_02.py,1,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch21_Python_Codes/Streamlit_Bk4_Ch21_03.py,3,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch22_Python_Codes/Bk4_Ch22_01.py,1,0,0,0,0,0,0,0,0
./Repositories/Book4_Power-of-Matrix-main/Book4_Ch24_Python_Codes/Bk4_Ch24_01.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/data/generate_tets.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/dnnlib/util.py,5,2,8,3,0,1,0,0,1
./Repositories/GET3D-master/dnnlib/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/compute_cd.py,0,0,1,0,0,0,0,2,0
./Repositories/GET3D-master/evaluation_scripts/compute_cov_mmd.py,2,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/compute_lfd.py,0,0,0,0,0,1,0,1,1
./Repositories/GET3D-master/evaluation_scripts/sample_surface.py,2,0,1,0,0,1,0,1,1
./Repositories/GET3D-master/metrics/equivariance.py,2,0,0,1,0,1,0,0,2
./Repositories/GET3D-master/metrics/frechet_inception_distance.py,0,0,1,0,0,0,0,0,0
./Repositories/GET3D-master/metrics/inception_score.py,0,0,1,0,0,0,0,0,0
./Repositories/GET3D-master/metrics/kernel_inception_distance.py,0,0,1,1,0,0,0,0,1
./Repositories/GET3D-master/metrics/metric_main.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/metrics/metric_utils.py,0,0,1,0,1,2,0,1,6
./Repositories/GET3D-master/metrics/perceptual_path_length.py,0,0,1,0,0,1,0,0,2
./Repositories/GET3D-master/metrics/precision_recall.py,0,0,0,0,0,0,0,0,2
./Repositories/GET3D-master/metrics/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/render_shapenet_data/render_all.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/render_shapenet_data/render_shapenet.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/torch_utils/custom_ops.py,0,0,2,0,0,1,0,2,1
./Repositories/GET3D-master/torch_utils/misc.py,0,0,1,0,0,1,0,0,2
./Repositories/GET3D-master/torch_utils/persistence.py,0,0,4,0,1,1,0,0,0
./Repositories/GET3D-master/torch_utils/training_stats.py,2,0,4,0,0,2,0,0,0
./Repositories/GET3D-master/torch_utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/dataset.py,7,0,2,0,2,2,0,3,0
./Repositories/GET3D-master/training/discriminator_architecture.py,6,0,0,1,2,4,0,1,4
./Repositories/GET3D-master/training/extract_texture_map.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/geometry_predictor.py,177,0,1,1,2,14,0,2,8
./Repositories/GET3D-master/training/inference_3d.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/inference_utils.py,15,0,0,0,0,1,0,1,2
./Repositories/GET3D-master/training/loss.py,5,0,0,0,0,1,0,5,1
./Repositories/GET3D-master/training/math_utils_torch.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/networks_get3d.py,24,0,1,1,0,3,0,8,2
./Repositories/GET3D-master/training/sample_camera_distribution.py,0,0,0,0,0,1,0,0,0
./Repositories/GET3D-master/training/training_loop_3d.py,0,1,0,1,0,0,0,2,0
./Repositories/GET3D-master/training/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/anonsurf.py,0,0,0,0,1,0,0,0,0
./Repositories/hackingtool-master/tools/ddos.py,0,0,0,1,0,0,0,0,0
./Repositories/hackingtool-master/tools/exploit_frameworks.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/forensic_tools.py,0,0,0,0,1,0,0,0,0
./Repositories/hackingtool-master/tools/information_gathering_tools.py,0,0,0,0,1,0,0,0,0
./Repositories/hackingtool-master/tools/other_tools.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/payload_creator.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/phising_attack.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/post_exploitation.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/remote_administration.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/reverse_engineering.py,0,0,0,0,1,0,0,0,0
./Repositories/hackingtool-master/tools/sql_tools.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/steganography.py,0,0,1,1,0,0,0,0,0
./Repositories/hackingtool-master/tools/tool_manager.py,2,0,0,0,1,0,0,0,0
./Repositories/hackingtool-master/tools/webattack.py,0,0,0,0,1,0,0,0,0
./Repositories/hackingtool-master/tools/wireless_attack_tools.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/wordlist_generator.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/xss_attack.py,0,0,0,0,0,0,0,0,0
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/chunk_mlprogram.py,3,0,0,2,0,2,0,1,0
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/coreml_model.py,0,0,0,0,0,1,0,1,0
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/layer_norm.py,0,0,0,0,0,1,0,0,0
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/pipeline.py,4,0,0,0,0,1,0,4,1
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/torch2coreml.py,3,1,6,1,3,10,0,2,0
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/unet.py,70,0,0,0,1,7,0,2,3
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/_version.py,0,0,0,0,0,0,0,0,0
./Repositories/ml-stable-diffusion-main/python_coreml_stable_diffusion/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/ml-stable-diffusion-main/tests/test_stable_diffusion.py,1,0,2,0,0,3,0,1,0
./Repositories/ml-stable-diffusion-main/tests/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/build_engine.py,0,0,2,0,1,2,0,1,0
./Repositories/voltaML-main/voltaml/compile.py,3,0,0,0,2,4,0,4,2
./Repositories/voltaML-main/voltaml/image_batcher.py,1,0,1,1,0,3,0,0,1
./Repositories/voltaML-main/voltaml/inference.py,16,0,2,0,0,2,0,7,5
./Repositories/voltaML-main/voltaml/optimize.py,0,1,0,0,0,0,0,0,1
./Repositories/voltaML-main/voltaml/test_voltaml_cpu.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/test_voltaml_gpu.py,0,0,0,0,0,1,0,0,0
./Repositories/voltaML-main/voltaml/trt_infer.py,0,2,1,0,0,2,0,0,0
./Repositories/voltaML-main/voltaml/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2018/day15.py,0,0,3,0,0,2,0,0,1
./Repositories/advent-of-code-master/py/2018/day15_astar.py,0,0,1,0,0,1,0,0,0
./Repositories/advent-of-code-master/py/2018/day15_visualizer.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day01.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day02.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day03.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day04.py,9,0,2,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day05.py,7,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day06.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day07.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day08.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day08_improved.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day09.py,0,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day10.py,4,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day11.py,10,0,2,0,1,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day11_visualizer.py,0,0,1,1,0,1,0,0,0
./Repositories/advent-of-code-master/py/2021/day12.py,4,0,4,0,1,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day13.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day14.py,1,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day15.py,4,0,0,1,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day15_visualizer.py,0,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day16.py,12,0,4,0,0,2,0,0,0
./Repositories/advent-of-code-master/py/2021/day16_improved.py,0,0,1,0,0,1,0,0,0
./Repositories/advent-of-code-master/py/2021/day17.py,4,0,1,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day18.py,0,0,5,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day19.py,0,0,0,2,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day19_improved.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day20.py,2,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day21.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day22.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day22_improved.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day23.py,0,0,2,0,0,0,0,0,1
./Repositories/advent-of-code-master/py/2021/day24.py,3,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2021/day25.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day01.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day02.py,1,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day03.py,0,0,0,0,0,0,0,0,0
./Repositories/advent-of-code-master/py/2022/day04.py,3,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/compute_lfd_feat/compute_lfd_feat_multiprocess.py,0,0,2,0,0,0,0,1,0
./Repositories/GET3D-master/evaluation_scripts/compute_lfd_feat/lfd_me.py,0,0,0,0,0,2,0,0,1
./Repositories/GET3D-master/evaluation_scripts/lfd_all_compute/lfd.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/load_data/interface.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/evaluation_scripts/load_data/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/torch_utils/ops/bias_act.py,3,0,2,0,0,1,0,0,3
./Repositories/GET3D-master/torch_utils/ops/conv2d_gradfix.py,0,0,7,0,2,1,0,0,3
./Repositories/GET3D-master/torch_utils/ops/conv2d_resample.py,1,0,1,0,0,1,0,1,2
./Repositories/GET3D-master/torch_utils/ops/filtered_lrelu.py,3,0,3,3,0,3,0,1,3
./Repositories/GET3D-master/torch_utils/ops/fma.py,0,0,0,1,0,0,0,0,0
./Repositories/GET3D-master/torch_utils/ops/grid_sample_gradfix.py,0,0,1,0,2,0,0,0,0
./Repositories/GET3D-master/torch_utils/ops/upfirdn2d.py,15,0,3,0,0,4,0,0,7
./Repositories/GET3D-master/torch_utils/ops/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/utils/ops.py,0,0,0,0,0,1,0,0,0
./Repositories/GET3D-master/training/utils/utils_3d.py,2,0,0,0,0,0,0,1,1
./Repositories/GET3D-master/training/utils/utils_tet.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/training/utils/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/camera/perspective_camera.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/camera/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/render/neural_render.py,0,1,0,1,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/render/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/rep_3d/dmtet.py,21,0,0,1,0,4,0,1,5
./Repositories/GET3D-master/uni_rep/rep_3d/dmtet_utils.py,0,0,0,0,0,0,0,0,0
./Repositories/GET3D-master/uni_rep/rep_3d/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/android_attack.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/email_verifier.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/hash_crack.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/homograph_attacks.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/mix_tools.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/payload_injection.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/socialmedia.py,2,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/socialmedia_finder.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/web_crawling.py,0,0,0,0,0,0,0,0,0
./Repositories/hackingtool-master/tools/others/wifi_jamming.py,0,0,0,1,0,0,0,0,0
./Repositories/public-apis-master/scripts/tests/test_validate_format.py,30,0,0,0,0,1,0,0,0
./Repositories/public-apis-master/scripts/tests/test_validate_links.py,2,0,0,0,0,1,0,0,0
./Repositories/public-apis-master/scripts/tests/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/public-apis-master/scripts/validate/format.py,0,0,0,0,0,1,0,1,0
./Repositories/public-apis-master/scripts/validate/links.py,0,2,4,0,0,2,0,1,0
./Repositories/public-apis-master/scripts/validate/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/models/common.py,6,4,3,1,2,7,0,2,11
./Repositories/voltaML-main/voltaml/models/experimental.py,0,0,1,0,1,0,0,0,2
./Repositories/voltaML-main/voltaml/models/export.py,6,0,1,0,0,2,0,2,5
./Repositories/voltaML-main/voltaml/models/tf.py,6,2,1,2,2,1,0,1,8
./Repositories/voltaML-main/voltaml/models/yolo.py,0,0,1,1,0,1,0,1,2
./Repositories/voltaML-main/voltaml/models/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/transformer/convert.py,6,0,2,0,0,1,0,3,0
./Repositories/voltaML-main/voltaml/transformer/__init__.py,0,0,0,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/activations.py,0,1,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/augmentations.py,0,1,1,2,0,0,0,4,1
./Repositories/voltaML-main/voltaml/utils/autoanchor.py,0,0,1,0,0,1,0,0,1
./Repositories/voltaML-main/voltaml/utils/autobatch.py,0,0,1,0,0,0,0,0,0
./Repositories/voltaML-main/voltaml/utils/benchmarks.py,13,0,0,0,0,0,0,0,0
